dataset_label	dataset_id	short_coverage	method	method_id	run_id	software_revision	config_match	candidate_status	expected_parameters	actual_parameters	evaluation_tool	ambiguity_score	report_status	resource_status	CPU(h)	WallTime(h)	Memory(GB)	mismatches_per_100_kbp	indels_per_100_kbp	haplotype_coverage_percent	local_misassemblies	contigs_number	residual_errors_per_100_kbp	metric_rank_within_config	is_metric_best	is_recommended	selection_reason	run_config	provenance	report	resource_log
30s_ua	30strains_legacy	40x	Ratatosk	ratatosk	30strains_legacy_40x_ratatosk_original_k21_k31	original_or_legacy	exact	complete	"{""ratatosk_k1"":21,""ratatosk_k2"":31}"	"{""ratatosk_k1"":21,""ratatosk_k2"":31}"	metaquast	0.9999	present	present	27.357	0.787	18.966	235.15	401.97	99.68	283	83862	637.12	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/40x_ratatosk.yaml	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_ratatosk_original_k21_k31/benchmark/provenance.json	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_ratatosk_original_k21_k31/output/short_40x/ratatosk/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_ratatosk_original_k21_k31/benchmark/short_40x/ratatosk/resources.time.txt
30s_ua	30strains_legacy	40x	R_HERO	r_hero	30strains_legacy_40x_r_hero_original_k21_k31_hs10_hi1	original_or_legacy	exact	missing_resource	"{""hero_iterations"":1,""hero_split"":10,""ratatosk_k1"":21,""ratatosk_k2"":31}"	"{""hero_iterations"":1,""hero_split"":10,""ratatosk_k1"":21,""ratatosk_k2"":31}"	metaquast	0.9999	present	missing				191.85	83.12	99.194	3460	83862	274.97	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/40x_r_hero.yaml	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_r_hero_original_k21_k31_hs10_hi1/benchmark/provenance.json	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_r_hero_original_k21_k31_hs10_hi1/output/short_40x/r_hero/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_r_hero_original_k21_k31_hs10_hi1/benchmark/short_40x/r_hero/resources.time.txt
30s_ua	30strains_legacy	40x	LoRDEC	lordec	30strains_legacy_40x_lordec_original_k31_ls5	original_or_legacy	exact	complete	"{""lordec_k"":31,""lordec_solid"":5}"	"{""lordec_k"":31,""lordec_solid"":5}"	metaquast	0.9999	present	present	13.003	0.482	5.880	246.71	297.28	99.698	518	83862	543.99	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/40x_lordec.yaml	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_lordec_original_k31_ls5/benchmark/provenance.json	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_lordec_original_k31_ls5/output/short_40x/lordec/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_lordec_original_k31_ls5/benchmark/short_40x/lordec/resources.time.txt
30s_ua	30strains_legacy	40x	L_HERO	l_hero	30strains_legacy_40x_l_hero_original_k31_ls5_hs10_hi1	original_or_legacy	exact	missing_resource	"{""hero_iterations"":1,""hero_split"":10,""lordec_k"":31,""lordec_solid"":5}"	"{""hero_iterations"":1,""hero_split"":10,""lordec_k"":31,""lordec_solid"":5}"	metaquast	0.9999	present	missing				229.92	127.09	99.074	3071	83863	357.01	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/40x_l_hero.yaml	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_l_hero_original_k31_ls5_hs10_hi1/benchmark/provenance.json	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_l_hero_original_k31_ls5_hs10_hi1/output/short_40x/l_hero/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_l_hero_original_k31_ls5_hs10_hi1/benchmark/short_40x/l_hero/resources.time.txt
30s_ua	30strains_legacy	40x	CoLoRMap	colormap	30strains_legacy_40x_colormap_original	original_or_legacy	exact	complete	{}	{}	metaquast	0.9999	present	present	197.260	7.898	70.009	1821.48	2950.78	99.654	671	83893	4772.26	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/40x_colormap.yaml	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_colormap_original/benchmark/provenance.json	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_colormap_original/output/short_40x/colormap/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_colormap_original/benchmark/short_40x/colormap/resources.time.txt
30s_ua	30strains_legacy	40x	Proovread	proovread	30strains_legacy_40x_proovread_original	original_or_legacy	exact	complete	{}	{}	metaquast	0.9999	present	present	120.262	2.933	70.616	183.53	100.52	99.539	595	83859	284.05	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/40x_proovread.yaml	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_proovread_original/benchmark/provenance.json	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_proovread_original/output/short_40x/proovread/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_proovread_original/benchmark/short_40x/proovread/resources.time.txt
30s_ua	30strains_legacy	50x	DADEC	dadec	30strains_legacy_50x_dadec_dev_fix_a_k31_k31_s1_a2_a1	dev_fix_a	exact	complete	"{""dadec_abundance1"":2,""dadec_abundance2"":1,""dadec_k1"":31,""dadec_k2"":31,""dadec_split"":1,""dadec_threshold"":0.08}"	"{""dadec_abundance1"":2,""dadec_abundance2"":1,""dadec_k1"":31,""dadec_k2"":31,""dadec_split"":1,""dadec_threshold"":0.08}"	metaquast	0.9999	present	present	40.315	2.712	137.100	133.26	7.69	99.705	80	83894	140.95	1	yes	yes	exact config; current dev_fix_a revision; best residual-error rank within revision	benchmark/config/runs/30strains_legacy/50x_dadec.yaml	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_dadec_dev_fix_a_k31_k31_s1_a2_a1/benchmark/provenance.json	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_dadec_dev_fix_a_k31_k31_s1_a2_a1/output/short_50x/dadec/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_dadec_dev_fix_a_k31_k31_s1_a2_a1/benchmark/short_50x/dadec/resources.time.txt
30s_ua	30strains_legacy	50x	FMLRC	fmlrc	30strains_legacy_50x_fmlrc_original_k21_k59	original_or_legacy	exact	complete	"{""fmlrc_k1"":21,""fmlrc_k2"":59}"	"{""fmlrc_k1"":21,""fmlrc_k2"":59}"	metaquast	0.9999	present	present	4.074	0.165	9.311	217.21	189.0	99.653	2080	83864	406.21	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/50x_fmlrc.yaml	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_fmlrc_original_k21_k59/benchmark/provenance.json	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_fmlrc_original_k21_k59/output/short_50x/fmlrc/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_fmlrc_original_k21_k59/benchmark/short_50x/fmlrc/resources.time.txt
30s_ua	30strains_legacy	50x	F_HERO	f_hero	30strains_legacy_50x_f_hero_original_k21_k59_hs10_hi1	original_or_legacy	exact	missing_resource	"{""fmlrc_k1"":21,""fmlrc_k2"":59,""hero_iterations"":1,""hero_split"":10}"	"{""fmlrc_k1"":21,""fmlrc_k2"":59,""hero_iterations"":1,""hero_split"":10}"	metaquast	0.9999	present	missing				179.97	70.84	99.211	4465	83863	250.81	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/50x_f_hero.yaml	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_f_hero_original_k21_k59_hs10_hi1/benchmark/provenance.json	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_f_hero_original_k21_k59_hs10_hi1/output/short_50x/f_hero/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_f_hero_original_k21_k59_hs10_hi1/benchmark/short_50x/f_hero/resources.time.txt
30s_ua	30strains_legacy	50x	Ratatosk	ratatosk	30strains_legacy_50x_ratatosk_original_k21_k31	original_or_legacy	exact	complete	"{""ratatosk_k1"":21,""ratatosk_k2"":31}"	"{""ratatosk_k1"":21,""ratatosk_k2"":31}"	metaquast	0.9999	present	present	39.863	1.052	29.034	328.61	619.38	99.678	242	83861	947.99	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/50x_ratatosk.yaml	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_ratatosk_original_k21_k31/benchmark/provenance.json	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_ratatosk_original_k21_k31/output/short_50x/ratatosk/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_ratatosk_original_k21_k31/benchmark/short_50x/ratatosk/resources.time.txt
30s_ua	30strains_legacy	50x	R_HERO	r_hero	30strains_legacy_50x_r_hero_original_k21_k31_hs10_hi1	original_or_legacy	exact	missing_resource	"{""hero_iterations"":1,""hero_split"":10,""ratatosk_k1"":21,""ratatosk_k2"":31}"	"{""hero_iterations"":1,""hero_split"":10,""ratatosk_k1"":21,""ratatosk_k2"":31}"	metaquast	0.9999	present	missing				216.78	106.42	99.182	4082	83861	323.20	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/50x_r_hero.yaml	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_r_hero_original_k21_k31_hs10_hi1/benchmark/provenance.json	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_r_hero_original_k21_k31_hs10_hi1/output/short_50x/r_hero/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_r_hero_original_k21_k31_hs10_hi1/benchmark/short_50x/r_hero/resources.time.txt
30s_ua	30strains_legacy	50x	LoRDEC	lordec	30strains_legacy_50x_lordec_original_k31_ls5	original_or_legacy	exact	complete	"{""lordec_k"":31,""lordec_solid"":5}"	"{""lordec_k"":31,""lordec_solid"":5}"	metaquast	0.9999	present	present	13.554	0.446	5.541	190.8	202.4	99.699	512	83862	393.20	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/50x_lordec.yaml	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_lordec_original_k31_ls5/benchmark/provenance.json	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_lordec_original_k31_ls5/output/short_50x/lordec/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_lordec_original_k31_ls5/benchmark/short_50x/lordec/resources.time.txt
30s_ua	30strains_legacy	50x	L_HERO	l_hero	30strains_legacy_50x_l_hero_original_k31_ls5_hs10_hi1	original_or_legacy	exact	missing_resource	"{""hero_iterations"":1,""hero_split"":10,""lordec_k"":31,""lordec_solid"":5}"	"{""hero_iterations"":1,""hero_split"":10,""lordec_k"":31,""lordec_solid"":5}"	metaquast	0.9999	present	missing				173.11	101.45	98.969	1692	83863	274.56	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/50x_l_hero.yaml	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_l_hero_original_k31_ls5_hs10_hi1/benchmark/provenance.json	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_l_hero_original_k31_ls5_hs10_hi1/output/short_50x/l_hero/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_l_hero_original_k31_ls5_hs10_hi1/benchmark/short_50x/l_hero/resources.time.txt
30s_ua	30strains_legacy	50x	CoLoRMap	colormap	30strains_legacy_50x_colormap_original	original_or_legacy	exact	complete	{}	{}	metaquast	0.9999	present	present	204.860	7.430	66.785	1644.39	2214.43	99.628	661	83889	3858.82	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/50x_colormap.yaml	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_colormap_original/benchmark/provenance.json	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_colormap_original/output/short_50x/colormap/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_colormap_original/benchmark/short_50x/colormap/resources.time.txt
30s_ua	30strains_legacy	50x	Proovread	proovread	30strains_legacy_50x_proovread_original	original_or_legacy	exact	complete	{}	{}	metaquast	0.9999	present	present	93.377	2.429	72.930	142.01	80.64	99.62	508	83859	222.65	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/50x_proovread.yaml	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_proovread_original/benchmark/provenance.json	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_proovread_original/output/short_50x/proovread/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_50x/30strains_legacy_50x_proovread_original/benchmark/short_50x/proovread/resources.time.txt
