dataset_label	dataset_id	short_coverage	method	method_id	run_id	software_revision	config_match	candidate_status	expected_parameters	actual_parameters	evaluation_tool	ambiguity_score	report_status	resource_status	CPU(h)	WallTime(h)	Memory(GB)	mismatches_per_100_kbp	indels_per_100_kbp	haplotype_coverage_percent	local_misassemblies	contigs_number	residual_errors_per_100_kbp	metric_rank_within_config	is_metric_best	is_recommended	selection_reason	run_config	provenance	report	resource_log
30s_ba	30strains	40x	LoRDEC	lordec	30strains_40x_lordec_original_k31_ls5	original_or_legacy	exact	complete	"{""lordec_k"":31,""lordec_solid"":5}"	"{""lordec_k"":31,""lordec_solid"":5}"	metaquast	0.9999	present	present	11.136	0.294	5.949	236.34	295.45	84.644	334	80411	531.79	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/40x_lordec.yaml	benchmark/runs/30strains_40x/30strains_40x_lordec_original_k31_ls5/benchmark/provenance.json	benchmark/runs/30strains_40x/30strains_40x_lordec_original_k31_ls5/output/short_40x/lordec/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_40x/30strains_40x_lordec_original_k31_ls5/benchmark/short_40x/lordec/resources.time.txt
30s_ba	30strains	40x	L_HERO	l_hero	30strains_40x_l_hero_original_k31_ls5_hs10_hi1	original_or_legacy	exact	complete	"{""hero_iterations"":1,""hero_split"":10,""lordec_k"":31,""lordec_solid"":5}"	"{""hero_iterations"":1,""hero_split"":10,""lordec_k"":31,""lordec_solid"":5}"	metaquast	0.9999	present	present	47.942	1.829	30.716	224.07	126.88	82.169	3058	80411	350.95	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/40x_l_hero.yaml	benchmark/runs/30strains_40x/30strains_40x_l_hero_original_k31_ls5_hs10_hi1/benchmark/provenance.json	benchmark/runs/30strains_40x/30strains_40x_l_hero_original_k31_ls5_hs10_hi1/output/short_40x/l_hero/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_40x/30strains_40x_l_hero_original_k31_ls5_hs10_hi1/benchmark/short_40x/l_hero/resources.time.txt
30s_ba	30strains	40x	CoLoRMap	colormap	30strains_40x_colormap_original	original_or_legacy	exact	complete	{}	{}	metaquast	0.9999	present	present	143.204	6.628	67.830	1254.38	1859.72	88.666	553	80411	3114.10	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/40x_colormap.yaml	benchmark/runs/30strains_40x/30strains_40x_colormap_original/benchmark/provenance.json	benchmark/runs/30strains_40x/30strains_40x_colormap_original/output/short_40x/colormap/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_40x/30strains_40x_colormap_original/benchmark/short_40x/colormap/resources.time.txt
30s_ba	30strains	40x	Proovread	proovread	30strains_40x_proovread_original	original_or_legacy	exact	complete	{}	{}	metaquast	0.9999	present	present	70.631	2.044	73.134	153.53	78.31	81.957	501	80411	231.84	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/40x_proovread.yaml	benchmark/runs/30strains_40x/30strains_40x_proovread_original/benchmark/provenance.json	benchmark/runs/30strains_40x/30strains_40x_proovread_original/output/short_40x/proovread/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_40x/30strains_40x_proovread_original/benchmark/short_40x/proovread/resources.time.txt
30s_ba	30strains	50x	DADEC	dadec	30strains_50x_dadec_dev_fix_a_k31_k31_s1_a2_a1	dev_fix_a	exact	complete	"{""dadec_abundance1"":2,""dadec_abundance2"":1,""dadec_k1"":31,""dadec_k2"":31,""dadec_split"":1,""dadec_threshold"":0.08}"	"{""dadec_abundance1"":2,""dadec_abundance2"":1,""dadec_k1"":31,""dadec_k2"":31,""dadec_split"":1,""dadec_threshold"":0.08}"	metaquast	0.9999	present	present	47.377	2.562	134.095	237.57	17.39	87.352	152	80410	254.96	1	yes	yes	exact config; current dev_fix_a revision; best residual-error rank within revision	benchmark/config/runs/30strains/50x_dadec.yaml	benchmark/runs/30strains_50x/30strains_50x_dadec_dev_fix_a_k31_k31_s1_a2_a1/benchmark/provenance.json	benchmark/runs/30strains_50x/30strains_50x_dadec_dev_fix_a_k31_k31_s1_a2_a1/output/short_50x/dadec/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_50x/30strains_50x_dadec_dev_fix_a_k31_k31_s1_a2_a1/benchmark/short_50x/dadec/resources.time.txt
30s_ba	30strains	50x	FMLRC	fmlrc	30strains_50x_fmlrc_original_k21_k59	original_or_legacy	exact	complete	"{""fmlrc_k1"":21,""fmlrc_k2"":59}"	"{""fmlrc_k1"":21,""fmlrc_k2"":59}"	metaquast	0.9999	present	present	5.187	0.206	8.957	232.87	179.12	83.941	2741	80411	411.99	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/50x_fmlrc.yaml	benchmark/runs/30strains_50x/30strains_50x_fmlrc_original_k21_k59/benchmark/provenance.json	benchmark/runs/30strains_50x/30strains_50x_fmlrc_original_k21_k59/output/short_50x/fmlrc/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_50x/30strains_50x_fmlrc_original_k21_k59/benchmark/short_50x/fmlrc/resources.time.txt
30s_ba	30strains	50x	F_HERO	f_hero	30strains_50x_f_hero_original_k21_k59_hs1_hi1	original_or_legacy	exact	complete	"{""fmlrc_k1"":21,""fmlrc_k2"":59,""hero_iterations"":1,""hero_split"":1}"	"{""fmlrc_k1"":21,""fmlrc_k2"":59,""hero_iterations"":1,""hero_split"":1}"	metaquast	0.9999	present	present	30.315	2.850	88.312	176.92	62.18	81.588	5196	80411	239.10	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/50x_f_hero.yaml	benchmark/runs/30strains_50x/30strains_50x_f_hero_original_k21_k59_hs1_hi1/benchmark/provenance.json	benchmark/runs/30strains_50x/30strains_50x_f_hero_original_k21_k59_hs1_hi1/output/short_50x/f_hero/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_50x/30strains_50x_f_hero_original_k21_k59_hs1_hi1/benchmark/short_50x/f_hero/resources.time.txt
30s_ba	30strains	50x	Ratatosk	ratatosk	30strains_50x_ratatosk_original_k21_k31	original_or_legacy	exact	complete	"{""ratatosk_k1"":21,""ratatosk_k2"":31}"	"{""ratatosk_k1"":21,""ratatosk_k2"":31}"	metaquast	0.9999	present	present	59.610	1.551	40.760	373.36	714.97	88.478	264	80411	1088.33	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/50x_ratatosk.yaml	benchmark/runs/30strains_50x/30strains_50x_ratatosk_original_k21_k31/benchmark/provenance.json	benchmark/runs/30strains_50x/30strains_50x_ratatosk_original_k21_k31/output/short_50x/ratatosk/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_50x/30strains_50x_ratatosk_original_k21_k31/benchmark/short_50x/ratatosk/resources.time.txt
30s_ba	30strains	50x	R_HERO	r_hero	30strains_50x_r_hero_original_k21_k31_hs1_hi1	original_or_legacy	exact	complete	"{""hero_iterations"":1,""hero_split"":1,""ratatosk_k1"":21,""ratatosk_k2"":31}"	"{""hero_iterations"":1,""hero_split"":1,""ratatosk_k1"":21,""ratatosk_k2"":31}"	metaquast	0.9999	present	present	159.901	6.269	87.762	336.29	215.59	86.579	9702	80411	551.88	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/50x_r_hero.yaml	benchmark/runs/30strains_50x/30strains_50x_r_hero_original_k21_k31_hs1_hi1/benchmark/provenance.json	benchmark/runs/30strains_50x/30strains_50x_r_hero_original_k21_k31_hs1_hi1/output/short_50x/r_hero/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_50x/30strains_50x_r_hero_original_k21_k31_hs1_hi1/benchmark/short_50x/r_hero/resources.time.txt
30s_ba	30strains	50x	LoRDEC	lordec	30strains_50x_lordec_original_k31_ls5	original_or_legacy	exact	complete	"{""lordec_k"":31,""lordec_solid"":5}"	"{""lordec_k"":31,""lordec_solid"":5}"	metaquast	0.9999	present	present	21.796	0.499	5.385	214.98	244.76	85.364	308	80411	459.74	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/50x_lordec.yaml	benchmark/runs/30strains_50x/30strains_50x_lordec_original_k31_ls5/benchmark/provenance.json	benchmark/runs/30strains_50x/30strains_50x_lordec_original_k31_ls5/output/short_50x/lordec/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_50x/30strains_50x_lordec_original_k31_ls5/benchmark/short_50x/lordec/resources.time.txt
30s_ba	30strains	50x	L_HERO	l_hero	30strains_50x_l_hero_original_k31_ls5_hs1_hi1	original_or_legacy	exact	complete	"{""hero_iterations"":1,""hero_split"":1,""lordec_k"":31,""lordec_solid"":5}"	"{""hero_iterations"":1,""hero_split"":1,""lordec_k"":31,""lordec_solid"":5}"	metaquast	0.9999	present	present	49.857	3.089	88.158	197.32	120.83	83.538	2195	80411	318.15	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/50x_l_hero.yaml	benchmark/runs/30strains_50x/30strains_50x_l_hero_original_k31_ls5_hs1_hi1/benchmark/provenance.json	benchmark/runs/30strains_50x/30strains_50x_l_hero_original_k31_ls5_hs1_hi1/output/short_50x/l_hero/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_50x/30strains_50x_l_hero_original_k31_ls5_hs1_hi1/benchmark/short_50x/l_hero/resources.time.txt
30s_ba	30strains	50x	CoLoRMap	colormap	30strains_50x_colormap_original	original_or_legacy	exact	complete	{}	{}	metaquast	0.9999	present	present	208.117	7.979	71.987	1135.67	1472.84	87.825	586	80411	2608.51	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/50x_colormap.yaml	benchmark/runs/30strains_50x/30strains_50x_colormap_original/benchmark/provenance.json	benchmark/runs/30strains_50x/30strains_50x_colormap_original/output/short_50x/colormap/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_50x/30strains_50x_colormap_original/benchmark/short_50x/colormap/resources.time.txt
30s_ba	30strains	50x	Proovread	proovread	30strains_50x_proovread_original	original_or_legacy	exact	complete	{}	{}	metaquast	0.9999	present	present	111.413	2.924	72.862	131.23	62.78	82.264	405	80411	194.01	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/50x_proovread.yaml	benchmark/runs/30strains_50x/30strains_50x_proovread_original/benchmark/provenance.json	benchmark/runs/30strains_50x/30strains_50x_proovread_original/output/short_50x/proovread/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_50x/30strains_50x_proovread_original/benchmark/short_50x/proovread/resources.time.txt
